Source,Target,UID,#NACE,#ISIC,#NACE matches,#ISIC matches
33.20,3320,F6.0437,NACE-33.20,ISIC-3320,1,1
D,D,F6.0438,NACE-D,ISIC-D,1,1
35,35,F6.0439,NACE-35,ISIC-35,1,1
35.1,351,F6.0440,NACE-35.1,ISIC-351,1,1
35.11,3510,F6.0441,NACE-35.11,ISIC-3510,1,1
35.12,3510,F6.0442,NACE-35.12,ISIC-3510,1,1
35.13,3510,F6.0443,NACE-35.13,ISIC-3510,1,1
35.14,3510,F6.0444,NACE-35.14,ISIC-3510,1,1
35.2,352,F6.0445,NACE-35.2,ISIC-352,1,1
35.21,3520,F6.0446,NACE-35.21,ISIC-3520,1,1
35.22,3520,F6.0447,NACE-35.22,ISIC-3520,1,1
35.23,3520,F6.0448,NACE-35.23,ISIC-3520,1,1
35.3,353,F6.0449,NACE-35.3,ISIC-353,1,1
35.30,3530,F6.0450,NACE-35.30,ISIC-3530,1,1
E,E,F6.0451,NACE-E,ISIC-E,1,1
36,36,F6.0452,NACE-36,ISIC-36,1,1
36.0,360,F6.0453,NACE-36.0,ISIC-360,1,1
36.00,3600,F6.0454,NACE-36.00,ISIC-3600,1,1
37,37,F6.0455,NACE-37,ISIC-37,1,1
37.0,370,F6.0456,NACE-37.0,ISIC-370,1,1
37.00,3700,F6.0457,NACE-37.00,ISIC-3700,1,1
38,38,F6.0458,NACE-38,ISIC-38,1,1
38.1,381,F6.0459,NACE-38.1,ISIC-381,1,1
38.11,3811,F6.0460,NACE-38.11,ISIC-3811,1,1
38.12,3812,F6.0461,NACE-38.12,ISIC-3812,1,1
38.2,382,F6.0462,NACE-38.2,ISIC-382,1,1
38.21,3821,F6.0463,NACE-38.21,ISIC-3821,1,1
38.22,3822,F6.0464,NACE-38.22,ISIC-3822,1,1
38.3,383,F6.0465,NACE-38.3,ISIC-383,1,1
38.31,3830,F6.0466,NACE-38.31,ISIC-3830,1,1
38.32,3830,F6.0467,NACE-38.32,ISIC-3830,1,1
39,39,F6.0468,NACE-39,ISIC-39,1,1
39.0,390,F6.0469,NACE-39.0,ISIC-390,1,1
39.00,3900,F6.0470,NACE-39.00,ISIC-3900,1,1
F,F,F6.0471,NACE-F,ISIC-F,1,1
41,41,F6.0472,NACE-41,ISIC-41,1,1
41.1,410,F6.0473,NACE-41.1,ISIC-410,1,1
41.10,4100,F6.0474,NACE-41.10,ISIC-4100,1,1
41.2,410,F6.0475,NACE-41.2,ISIC-410,1,1
41.20,4100,F6.0476,NACE-41.20,ISIC-4100,1,1
42,42,F6.0477,NACE-42,ISIC-42,1,1
42.1,421,F6.0478,NACE-42.1,ISIC-421,1,1
42.11,4210,F6.0479,NACE-42.11,ISIC-4210,1,1
42.12,4210,F6.0480,NACE-42.12,ISIC-4210,1,1
42.13,4210,F6.0481,NACE-42.13,ISIC-4210,1,1
42.2,422,F6.0482,NACE-42.2,ISIC-422,1,1
42.21,4220,F6.0483,NACE-42.21,ISIC-4220,1,1
42.22,4220,F6.0484,NACE-42.22,ISIC-4220,1,1
42.9,429,F6.0485,NACE-42.9,ISIC-429,1,1
42.91,4290,F6.0486,NACE-42.91,ISIC-4290,1,1
42.99,4290,F6.0487,NACE-42.99,ISIC-4290,1,1
43,43,F6.0488,NACE-43,ISIC-43,1,1
43.1,431,F6.0489,NACE-43.1,ISIC-431,1,1
43.11,4311,F6.0490,NACE-43.11,ISIC-4311,1,1
43.12,4312,F6.0491,NACE-43.12,ISIC-4312,1,1
43.13,4312,F6.0492,NACE-43.13,ISIC-4312,1,1
43.2,432,F6.0493,NACE-43.2,ISIC-432,1,1
43.21,4321,F6.0494,NACE-43.21,ISIC-4321,1,1
43.22,4322,F6.0495,NACE-43.22,ISIC-4322,1,1
43.29,4329,F6.0496,NACE-43.29,ISIC-4329,1,1
43.3,433,F6.0497,NACE-43.3,ISIC-433,1,1
43.31,4330,F6.0498,NACE-43.31,ISIC-4330,1,1
43.32,4330,F6.0499,NACE-43.32,ISIC-4330,1,1
43.33,4330,F6.0500,NACE-43.33,ISIC-4330,1,1
43.34,4330,F6.0501,NACE-43.34,ISIC-4330,1,1
43.39,4330,F6.0502,NACE-43.39,ISIC-4330,1,1
43.9,439,F6.0503,NACE-43.9,ISIC-439,1,1
43.91,4390,F6.0504,NACE-43.91,ISIC-4390,1,1
43.99,4390,F6.0505,NACE-43.99,ISIC-4390,1,1
G,G,F6.0506,NACE-G,ISIC-G,1,1
45,45,F6.0507,NACE-45,ISIC-45,1,1
45.1,451,F6.0508,NACE-45.1,ISIC-451,1,1
45.11,4510,F6.0509,NACE-45.11,ISIC-4510,1,1
45.19,4510,F6.0510,NACE-45.19,ISIC-4510,1,1
45.2,452,F6.0511,NACE-45.2,ISIC-452,1,1
45.20,4520,F6.0512,NACE-45.20,ISIC-4520,1,1
45.3,453,F6.0513,NACE-45.3,ISIC-453,1,1
45.31,4530,F6.0514,NACE-45.31,ISIC-4530,1,1
45.32,4530,F6.0515,NACE-45.32,ISIC-4530,1,1
45.4,454,F6.0516,NACE-45.4,ISIC-454,1,1
45.40,4540,F6.0517,NACE-45.40,ISIC-4540,1,1
46,46,F6.0518,NACE-46,ISIC-46,1,1
46.1,461,F6.0519,NACE-46.1,ISIC-461,1,1
46.11,4610,F6.0520,NACE-46.11,ISIC-4610,1,1
46.12,4610,F6.0521,NACE-46.12,ISIC-4610,1,1
46.13,4610,F6.0522,NACE-46.13,ISIC-4610,1,1
46.14,4610,F6.0523,NACE-46.14,ISIC-4610,1,1
46.15,4610,F6.0524,NACE-46.15,ISIC-4610,1,1
46.16,4610,F6.0525,NACE-46.16,ISIC-4610,1,1
46.17,4610,F6.0526,NACE-46.17,ISIC-4610,1,1
46.18,4610,F6.0527,NACE-46.18,ISIC-4610,1,1
46.19,4610,F6.0528,NACE-46.19,ISIC-4610,1,1
46.2,462,F6.0529,NACE-46.2,ISIC-462,1,1
46.21,4620,F6.0530,NACE-46.21,ISIC-4620,1,1
46.22,4620,F6.0531,NACE-46.22,ISIC-4620,1,1
46.23,4620,F6.0532,NACE-46.23,ISIC-4620,1,1
46.24,4620,F6.0533,NACE-46.24,ISIC-4620,1,1
46.3,463,F6.0534,NACE-46.3,ISIC-463,1,1
46.31,4630,F6.0535,NACE-46.31,ISIC-4630,1,1
46.32,4630,F6.0536,NACE-46.32,ISIC-4630,1,1
46.33,4630,F6.0537,NACE-46.33,ISIC-4630,1,1
46.34,4630,F6.0538,NACE-46.34,ISIC-4630,1,1
46.35,4630,F6.0539,NACE-46.35,ISIC-4630,1,1
46.36,4630,F6.0540,NACE-46.36,ISIC-4630,1,1
46.37,4630,F6.0541,NACE-46.37,ISIC-4630,1,1
46.38,4630,F6.0542,NACE-46.38,ISIC-4630,1,1
46.39,4630,F6.0543,NACE-46.39,ISIC-4630,1,1
46.4,464,F6.0544,NACE-46.4,ISIC-464,1,1
46.41,4641,F6.0545,NACE-46.41,ISIC-4641,1,1
46.42,4641,F6.0546,NACE-46.42,ISIC-4641,1,1
46.43,4649,F6.0547,NACE-46.43,ISIC-4649,1,1
46.44,4649,F6.0548,NACE-46.44,ISIC-4649,1,1
46.45,4649,F6.0549,NACE-46.45,ISIC-4649,1,1
46.46,4649,F6.0550,NACE-46.46,ISIC-4649,1,1
46.47,4649,F6.0551,NACE-46.47,ISIC-4649,1,1
46.48,4649,F6.0552,NACE-46.48,ISIC-4649,1,1
46.49,4649,F6.0553,NACE-46.49,ISIC-4649,1,1
46.5,465,F6.0554,NACE-46.5,ISIC-465,1,1
46.51,4651,F6.0555,NACE-46.51,ISIC-4651,1,1
46.52,4652,F6.0556,NACE-46.52,ISIC-4652,1,1
46.6,466,F6.0557,NACE-46.6,ISIC-466,1,1
46.61,4653,F6.0558,NACE-46.61,ISIC-4653,1,1
46.62,4659,F6.0559,NACE-46.62,ISIC-4659,1,1
46.63,4659,F6.0560,NACE-46.63,ISIC-4659,1,1
46.64,4659,F6.0561,NACE-46.64,ISIC-4659,1,1
46.65,4659,F6.0562,NACE-46.65,ISIC-4659,1,1
46.66,4659,F6.0563,NACE-46.66,ISIC-4659,1,1
46.69,4659,F6.0564,NACE-46.69,ISIC-4659,1,1
46.7,466,F6.0565,NACE-46.7,ISIC-466,1,1
46.71,4661,F6.0566,NACE-46.71,ISIC-4661,1,1
46.72,4662,F6.0567,NACE-46.72,ISIC-4662,1,1
46.73,4663,F6.0568,NACE-46.73,ISIC-4663,1,1
46.74,4663,F6.0569,NACE-46.74,ISIC-4663,1,1
46.75,4669,F6.0570,NACE-46.75,ISIC-4669,1,1
46.76,4669,F6.0571,NACE-46.76,ISIC-4669,1,1
46.77,4669,F6.0572,NACE-46.77,ISIC-4669,1,1
46.9,469,F6.0573,NACE-46.9,ISIC-469,1,1
46.90,4690,F6.0574,NACE-46.90,ISIC-4690,1,1
47,47,F6.0575,NACE-47,ISIC-47,1,1
47.1,471,F6.0576,NACE-47.1,ISIC-471,1,1
47.11,4711,F6.0577,NACE-47.11,ISIC-4711,1,1
47.19,4719,F6.0578,NACE-47.19,ISIC-4719,1,1
47.2,472,F6.0579,NACE-47.2,ISIC-472,1,1
47.21,4721,F6.0580,NACE-47.21,ISIC-4721,1,1
47.22,4721,F6.0581,NACE-47.22,ISIC-4721,1,1
47.23,4721,F6.0582,NACE-47.23,ISIC-4721,1,1
47.24,4721,F6.0583,NACE-47.24,ISIC-4721,1,1
47.25,4722,F6.0584,NACE-47.25,ISIC-4722,1,1
